,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2012,,,,,,1,1.0,,1988-10-03,,77.8,,,,,,,,,,,,,,,0,1.0,0.0,0.0,,16,7,6-5,,,,,,,,,,,,,,,,,29,,Rhett Ellison,,,,,,,,,,ElliRh00,fb/te,,,,,,,0,65,4.1,9.3,7,0.4,,,,,,,0,,,0.0,,2012,7.0,MIN,,,9,,,,7,,,255,65,,,,,,,,9.3,0.0,
2013,,,,,68.0,1,,,1988-10-03,,50.0,,,,,,,,,,,,,,,0,,,,,11,6,6-5,,,,,,0.0,7.0,1.0,,,,,7.0,,,,17,,Rhett Ellison,,,,,,,,,,ElliRh00,fb/te,,,,,,,1,61,5.5,12.2,5,0.5,,,,,,,1,,,,,2013,,MIN,,,10,,,,5,,,255,61,,,,,7.0,,,12.2,,
2014,,,,,231.0,2,0.0,,1988-10-03,,73.1,,,,,,,,,,,,,,,0,,,,,16,13,6-5,,,,,,0.0,23.0,2.0,,,,,14.0,,,,40,,Rhett Ellison,,,,,,,,,,ElliRh00,TE,,,,,,,1,208,13.0,10.9,19,1.2,,,,,,,1,,,0.0,,2014,3.0,MIN,,,26,,,,19,,,255,208,,,,,11.5,,,10.9,,
2015,,,,,,1,0.0,,1988-10-03,,57.9,,,,,,,,,,,,,,,0,,,,,15,9,6-5,,,,,,,,,,,,,,,,,41,,Rhett Ellison,,,,,,,,,,ElliRh00,TE,,,,,,,1,124,8.3,11.3,11,0.7,,,,,,,1,,,0.0,,2015,2.0,MIN,,,19,,,,11,,,255,124,,,,,,,,11.3,,
2016,,,,,,0,,,1988-10-03,,64.3,,,,,,,,,,,,,,,0,,,,,15,6,6-5,,,,,,,,,,,,,,,,,21,1.0,Rhett Ellison,,,,,,,,,,ElliRh00,te,,,,,,,0,57,3.8,6.3,9,0.6,1.0,0.1,1.0,1.0,1.0,0.1,1,,,,,2016,,MIN,,,14,,,,10,,,255,58,,,,,,,,5.8,,
2017,,,,,,2,1.0,,1988-10-03,,75.0,,,,,,,,,,,,,,,0,,,,,16,14,6-5,,,,,,,,,,,,,,,,,27,,Rhett Ellison,,,,,,,,,,ElliRh00,TE,,,,,,,2,235,14.7,9.8,24,1.5,,,,,,,2,,,0.0,,2017,3.0,NYG,,,32,,,,24,,,255,235,,,,,,,,9.8,,
2018,,,,,,2,0.0,,1988-10-03,,73.5,,,,,,,,,,,,,,,0,1.0,0.0,0.0,,14,12,6-5,,,,,,,,,,,,,,,,,29,,Rhett Ellison,,,,,,,,,,ElliRh00,TE,,,,,,,1,272,19.4,10.9,25,1.8,,,,,,,1,,,0.0,,2018,1.0,NYG,,,34,,,,25,,,255,272,,,,,,,,10.9,0.0,
2019,,,,,,1,0.0,,1988-10-03,,64.3,,,,,,,,,,,,,,,0,,,,,10,7,6-5,,,,,,,,,,,,,,,,,31,,Rhett Ellison,,,,,,,,,,ElliRh00,te,,,,,,,1,167,16.7,9.3,18,1.8,,,,,,,1,,,0.0,,2019,1.0,NYG,,,28,,,,18,,,255,167,,,,,,,,9.3,,
Career,,,,,1220.0,10,3.0,,1988-10-03,,68.6,,,,,,,,,,,,,,,0,2.0,0.0,0.0,,113,74,6-5,,,,,,0.0,30.0,3.0,,,,,14.0,,,,41,1.0,Rhett Ellison,,,,,,,,,,ElliRh00,,,,,,,,7,1189,10.5,10.1,118,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8,,,0.0,,Career,17.0,,,,172,,,,119,,,255,1190,,,,,10.0,,,10.0,0.0,
