,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2005,,33,,,,,,,12.0,,2,0,,0.0,Patrick Chung,,,,,,,,patrick-chung-1,,0,DB,,,,,,,,,,,,0.0,,2005,58,1.5,Oregon,91,0,,,,,,38,19.0,FR
2006,,35,,,,,,,13.0,,4,0,,,Patrick Chung,,,,,,,,patrick-chung-1,,6,DB,1.0,,,,,,,,,,,2.0,,2006,49,3.5,Oregon,84,1,,,,,,38,9.5,SO
2007,,46,,,,,,,13.0,,2,0,,0.0,Patrick Chung,,,,,,,,patrick-chung-1,,0,DB,0.0,,,,,,,,,,,0.0,,2007,71,7.5,Oregon,117,0,,,,,,0,0.0,JR
2008,,34,,,,,,,13.0,,1,1,,0.0,Patrick Chung,,,,,,,,patrick-chung-1,,6,DB,,,,,,,,,,,,2.0,,2008,58,6.5,Oregon,92,1,,,,,,31,31.0,SR
Career,,148,,,,,,,,,9,1,,0.0,Patrick Chung,,,,,,,,patrick-chung-1,,12,DB,1.0,,,,,,,,,,,4.0,,Career,236,19.0,Oregon,384,2,,,,,,107,11.9,
