,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2013,,,,,,0,0.0,,1990-05-05,,71.4,,,,,,,,,,,,,,,0,,,,,15,4,6-6,,,,,,,,,,,,,,,,,8,,Jack Doyle,,,,,,,,,,DoylJa00,te,,,,,,,0,19,1.3,3.8,5,0.3,,,,,,,0,,,0.0,,2013,2.0,IND,,,7,,,,5,,,262,19,,,,,,,,3.8,,
2014,,,,,,1,,,1990-05-05,,81.8,,,,,,,,,,,,,,,0,,,,,16,1,6-6,,,,,,,,,,,,,,,,,20,,Jack Doyle,,,,,,,,,,DoylJa00,te,,,,,,,2,118,7.4,6.6,18,1.1,,,,,,,2,,,,,2014,,IND,,,22,,,,18,,,262,118,,,,,,,,6.6,,
2015,,,,,94.0,1,0.0,,1990-05-05,,85.7,,,,,,,,,,,,,,,0,,,,,16,2,6-6,,,,,,0.0,22.0,2.0,,,,,12.0,,,,19,,Jack Doyle,,,,,,,,,,DoylJa00,te,,,,,,,1,72,4.5,6.0,12,0.8,,,,,,,1,,,0.0,,2015,1.0,IND,,,14,,,,12,,,262,72,,,,,11.0,,,6.0,,
2016,,,,,,6,0.0,,1990-05-05,,78.7,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,16,14,6-6,,,,,,,,,,,,,,,,,24,,Jack Doyle,,,,,,,,,,DoylJa00,TE,,,,,,,5,584,36.5,9.9,59,3.7,,,,,,,5,,,0.0,,2016,2.0,IND,,,75,,,,59,,,262,584,,,,,,,,9.9,0.0,
2017,,,,,,6,,,1990-05-05,,74.1,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,15,15,6-6,,,,,,,,,,,,,,,,,26,,Jack Doyle,,,,,,,,,,DoylJa00,TE,,,,,,,4,690,46.0,8.6,80,5.3,,,,,,,4,,,0.0,,2017,,IND,,,108,,,,80,,,262,690,,,,,,,,8.6,0.0,
2018,,,,,,2,,,1990-05-05,,78.8,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,6,6,6-6,,,,,,,,,,,,,,,,,20,,Jack Doyle,,,,,,,,,,DoylJa00,te,,,,,,,2,245,40.8,9.4,26,4.3,,,,,,,2,,,0.0,,2018,,IND,,,33,,,,26,,,262,245,,,,,,,,9.4,0.0,
2019,,,,,,4,,,1990-05-05,,59.7,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,16,16,6-6,,,,,,,,,,,,,,,,,23,,Jack Doyle,,,,,,,,,,DoylJa00,TE,,,,,,,4,448,28.0,10.4,43,2.7,,,,,,,4,,,0.0,,2019,,IND,,,72,,,,43,,,262,448,,,,,,,,10.4,0.0,
Career,,,,,2198.0,20,1.0,,1990-05-05,,73.4,,,,,,,,,,,,,,,5,0.0,0.0,0.0,,100,58,6-6,,,,,,0.0,22.0,2.0,,,,,12.0,,,,26,,Jack Doyle,,,,,,,,,,DoylJa00,,,,,,,,18,2176,21.8,9.0,243,2.4,,,,,,,18,,,0.0,,Career,5.0,,,,331,,,,243,,,262,2176,,,,,11.0,,,9.0,0.0,
