,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2014,,1,,0,0,0,0,1.0,12.0,6-0,0,0,,0,Greg Stroman,0.0,,1,,,,,greg-stroman-1,3,6,CB,0,,0,6,6.0,1,2,0,4,2.0,0,0.0,,2014,2,0.0,Virginia Tech,3,1,,181,10,3.3,12.0,0,,FR
2015,,8,,0,0,0,0,,13.0,6-0,2,0,,0,Greg Stroman,,,4,,,,,greg-stroman-1,7,6,WR,1,,0,0,,0,7,0,12,1.7,0,0.0,,2015,16,0.5,Virginia Tech,24,1,,181,12,1.7,,-2,-1.0,SO
2016,,7,,0,0,0,0,,10.0,6-0,3,0,,0,Greg Stroman,,,10,,,,,greg-stroman-1,0,6,DB,1,,0,0,,0,0,0,0,,0,0.0,,2016,7,0.0,Virginia Tech,14,1,,181,0,,,0,0.0,JR
2017,,6,,0,0,0,0,,13.0,6-0,4,1,,0,Greg Stroman,,,11,,,,,greg-stroman-1,0,18,CB,2,,0,0,,0,0,0,0,,0,0.0,,2017,14,0.0,Virginia Tech,20,3,,181,0,,,47,11.8,SR
Career,,22,,0,0,0,0,1.0,,6-0,9,1,,0,Greg Stroman,0.0,,26,,,,,greg-stroman-1,10,36,CB,4,,0,6,6.0,1,9,0,16,1.8,0,0.0,,Career,39,0.5,Virginia Tech,61,6,,181,22,2.2,12.0,45,5.0,
