,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2014,,,,,,1,,,1989-01-31,,70.6,,,,,,,,,,,,,,,0,,,,,7,0,6-3,,,,,,,,,,,,,,,,,28,,Dontrelle Inman,,,,,,,,,,InmaDo00,,,,,,,,0,158,22.6,13.2,12,1.7,,,,,,,0,,,,,2014,,SDG,,,17,,,,12,,,205,158,,,,,,,,13.2,,
2015,,,,,,3,,,1989-01-31,,55.6,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,14,7,6-3,,,,,,,,,,,,,,,,,68,,Dontrelle Inman,,,,,,,,,,InmaDo00,wr,,,,,,,3,486,34.7,13.9,35,2.5,,,,,,,3,,,0.0,,2015,,SDG,,,63,,,,35,,,205,486,,,,,,,,13.9,0.0,
2016,,,,,,7,0.0,,1989-01-31,,59.8,,,,,,,,,,,,,,,0,,,,,16,16,6-3,,,,,,,,,,,,,,,,,57,,Dontrelle Inman,,,,,,,,,,InmaDo00,WR,,,,,,,4,810,50.6,14.0,58,3.6,,,,,,,4,,,0.0,,2016,1.0,SDG,,,97,,,,58,,,205,810,,,,,,,,14.0,,
2017,,,,,,3,,,1989-01-31,,56.8,,,,,,,,,,,,,,,0,,,,,12,7,6-3,,,,,,,,,,,,,,,,,26,,Dontrelle Inman,,,,,,,,,,InmaDo00,,,,,,,,1,343,28.6,13.7,25,2.1,,,,,,,1,,,,,2017,,2TM,,,44,,,,25,,,205,343,,,,,,,,13.7,,
,,,,,,3,,,1989-01-31,,,,,,,,,,,,,,,,,0,,,,,8,7,6-3,,,,,,,,,,,,,,,,,26,,Dontrelle Inman,,,,,,,,,,InmaDo00,wr,,,,,,,1,334,41.8,14.5,23,2.9,,,,,,,1,,,,,,,CHI,,,40,,,,23,,,205,334,,,,,,,,14.5,,
2018,,,,,,3,,,1989-01-31,,71.8,,,,,,,,,,,,,,,0,,,,,9,4,6-3,,,,,,,,,,,,,,,,,29,,Dontrelle Inman,,,,,,,,,,InmaDo00,wr,,,,,,,3,304,33.8,10.9,28,3.1,,,,,,,3,,,,,2018,,IND,,,39,,,,28,,,205,304,,,,,,,,10.9,,
2019,,,,,,1,,,1989-01-31,,57.1,,,,,,,,,,,,,,,0,,,,,7,1,6-3,,,,,,,,,,,,,,,,,28,,Dontrelle Inman,,,,,,,,,,InmaDo00,,,,,,,,0,181,25.9,15.1,12,1.7,,,,,,,0,,,,,2019,,2TM,,,21,,,,12,,,205,181,,,,,,,,15.1,,
Career,,,,,,18,0.0,,1989-01-31,,60.5,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,65,35,6-3,,,,,,,,,,,,,,,,,68,,Dontrelle Inman,,,,,,,,,,InmaDo00,,,,,,,,11,2282,35.1,13.4,170,2.6,,,,,,,11,,,0.0,,Career,1.0,,,,281,,,,170,,,205,2282,,,,,,,,13.4,0.0,
