,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2014,,2,,0,0,0,0,,13.0,5-11,0,0,,0,Dalvin Cook,,,0,,,,,dalvin-cook-1,192,48,RB,0,,0,203,9.2,22,170,8,1008,5.9,8,0.0,,2014,0,0.0,Florida State,2,8,,213,1211,6.3,,0,,FR
2015,,1,,0,0,0,0,,12.0,5-11,0,0,,0,Dalvin Cook,,,0,,,,,dalvin-cook-1,253,120,RB,0,,1,244,10.2,24,229,19,1691,7.4,20,0.0,,2015,3,0.0,Florida State,4,20,,213,1935,7.6,,0,,SO
2016,,1,,0,0,0,0,,13.0,5-11,0,0,,0,Dalvin Cook,,,0,,,,,dalvin-cook-1,321,120,RB,0,,1,488,14.8,33,288,19,1765,6.1,20,0.0,,2016,1,0.0,Florida State,2,20,,213,2253,7.0,,0,,JR
Career,,4,,0,0,0,0,,,5-11,0,0,,0,Dalvin Cook,,,0,,,,,dalvin-cook-1,766,288,RB,0,,2,935,11.8,79,687,46,4464,6.5,48,0.0,,Career,4,0.0,Florida State,8,48,,213,5399,7.0,,0,,
