,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2015,,2,,0,0,0,0,,14.0,6-4,0,0,,0,Kenny Golladay,,,0,,,,,kenny-golladay-1,82,66,WR,0,,10,1129,15.5,73,9,1,14,1.6,11,0.0,,2015,6,0.5,Northern Illinois,8,11,,218,1143,13.9,,0,,JR
2016,,0,,0,0,0,0,,12.0,6-4,0,0,,0,Kenny Golladay,,,0,,,,,kenny-golladay-1,107,60,WR,0,,8,1156,13.3,87,20,2,192,9.6,10,0.0,,2016,0,0.0,Northern Illinois,0,10,,218,1348,12.6,,0,,SR
Career,,2,,0,0,0,0,,,6-4,0,0,,0,Kenny Golladay,,,0,,,,,kenny-golladay-1,189,126,WR,0,,18,2285,14.3,160,29,3,206,7.1,21,0.0,,Career,6,0.5,Northern Illinois,8,21,,218,2491,13.2,,0,,
