adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
,,,,,,,,,6-4,,,,,Kirk Livingstone,,,,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,,,2015,,,South Florida,,,,275,,,,,,FR
,13.0,,,,0.0,0.0,,12.0,6-4,0.0,0.0,,,Kirk Livingstone,,,1.0,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,2.0,,2016,17.0,5.5,South Florida,30.0,,,275,,,,0.0,,FR
,8.0,,,,0.0,0.0,,9.0,6-4,0.0,0.0,,,Kirk Livingstone,,,1.0,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,2.0,,2017,8.0,5.5,South Florida,16.0,,,275,,,,0.0,,SO
,26.0,,,,1.0,0.0,,13.0,6-4,0.0,0.0,,,Kirk Livingstone,,,1.0,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,4.0,,2018,30.0,10.0,South Florida,56.0,,,275,,,,0.0,,JR
,14.0,,,,1.0,2.0,,12.0,6-4,0.0,0.0,,,Kirk Livingstone,,,0.0,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,3.0,,2019,24.0,10.0,South Florida,38.0,,,275,,,,0.0,,SR
,61.0,,,,2.0,2.0,,,6-4,0.0,0.0,,,Kirk Livingstone,,,3.0,,,,,kirk-livingstone-1,,,DE,,,,,,,,,,,,11.0,,Career,79.0,31.0,South Florida,140.0,,,275,,,,0.0,,
