adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
,0,,0,0,0,0,,1.0,6-1,0,0,,0,Freddie Johnson,,,0,,,,,freddie-johnson-2,2,0,WR,0,,0,14,14.0,1,1,0,17,17.0,0,0.0,,2016,0,0.0,Temple,0,0.0,,190,31,15.5,,0,,FR
,2,,0,0,0,0,,8.0,6-1,0,0,,0,Freddie Johnson,,,0,,,,,freddie-johnson-2,3,0,WR,0,,0,36,12.0,3,0,0,0,,0,0.0,,2017,3,0.0,Temple,5,0.0,,190,36,12.0,,0,,FR
,0,,0,0,0,0,,8.0,6-1,0,0,,0,Freddie Johnson,,,0,,,,,freddie-johnson-2,8,6,WR,0,,1,138,17.3,8,0,0,0,,1,0.0,,2018,4,0.0,Temple,4,1.0,,190,138,17.3,,0,,SO
,8,,0,0,0,0,,9.0,6-1,0,0,,0,Freddie Johnson,,,0,,,,,freddie-johnson-2,0,0,CB,0,,0,0,,0,0,0,0,,0,0.0,,2019,11,1.0,Temple,19,,,190,0,,,0,,JR
,10,,0,0,0,0,,,6-1,0,0,,0,Freddie Johnson,,,0,,,,,freddie-johnson-2,13,6,CB,0,,1,188,15.7,12,1,0,17,17.0,1,0.0,,Career,18,1.0,Temple,28,1.0,,190,205,15.8,,0,,
