adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
,4,,,,0,0,,7.0,6-2,0,0,,,Kekoa Nawahine,,,2,,,,,kekoa-nawahine-1,,,S,,,,,,,,,,,,0.0,,2016,14,1.0,Boise State,18,,,207,,,,0,,FR
,43,,,,0,1,,14.0,6-2,3,0,,,Kekoa Nawahine,,,4,,,,,kekoa-nawahine-1,,,S,,,,,,,,,,,,0.0,,2017,65,4.5,Boise State,108,,,207,,,,64,21.3,SO
,32,,,,1,2,,12.0,6-2,0,0,,,Kekoa Nawahine,,,2,,,,,kekoa-nawahine-1,,,S,,,,,,,,,,,,0.0,,2018,39,0.5,Boise State,71,,,207,,,,0,,JR
,39,,,,1,2,,12.0,6-2,3,0,,,Kekoa Nawahine,,,0,,,,,kekoa-nawahine-1,,,S,,,,,,,,,,,,0.0,,2019,29,1.0,Boise State,68,,,207,,,,0,0.0,SR
,118,,,,2,5,,,6-2,6,0,,,Kekoa Nawahine,,,8,,,,,kekoa-nawahine-1,,,S,,,,,,,,,,,,0.0,,Career,147,7.0,Boise State,265,,,207,,,,64,10.7,
