,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2014,,,,,,,,,1992-07-19,,0.0,,,,,,,,,,,,,,,0,,,,,0,,6-0,,,,,,,,,,,,,,,,,0,,T.J. Jones,,,,,,,,,,JoneT.00,,,,,,,,0,0,,,0,,,,,,,,0,,,,,2014,,DET,,,,,,,0,,,190,0,,,,,,,,,,
2015,,,,,294.0,1.0,0.0,,1992-07-19,,55.6,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,10,0.0,6-0,,,,,,0.0,106.0,5.0,,,,,34.0,,,28.0,29,-3.0,T.J. Jones,,,,,,,,,,JoneT.00,,0.0,59.0,7.0,,,,1,132,13.2,13.2,10,1.0,1.0,0.1,0.0,-3.0,-3.0,-0.3,1,,,0.0,,2015,1.0,DET,,,18.0,,,,11,,,190,129,,,,,21.2,,8.4,11.7,0.0,
2016,,,,,,1.0,,,1992-07-19,,35.7,,,,,,,,,,,,,,,0,,,,,3,0.0,6-0,,,,,,,,,,,,,,,,,36,,T.J. Jones,,,,,,,,,,JoneT.00,,,,,,,,0,93,31.0,18.6,5,1.7,,,,,,,0,,,,,2016,,DET,,,14.0,,,,5,,,190,93,,,,,,,,18.6,,
2017,,,,,551.0,3.0,,,1992-07-19,,61.2,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,14,6.0,6-0,,,,,,0.0,105.0,5.0,,,,,35.0,,,17.0,34,,T.J. Jones,,,,,,,,,,JoneT.00,wr,0.0,47.0,6.0,,,,1,399,28.5,13.3,30,2.1,,,,,,,1,,,0.0,,2017,,DET,,,49.0,,,,30,,,190,399,,,,,21.0,,7.8,13.3,0.0,
2018,,,,,358.0,1.0,,,1992-07-19,,73.1,,,,,,,,,,,,,,,0,,,,,15,3.0,6-0,,,,,,0.0,81.0,4.0,,,,,22.0,,,25.0,26,,T.J. Jones,,,,,,,,,,JoneT.00,wr,0.0,87.0,8.0,,,,2,190,12.7,10.0,19,1.3,,,,,,,2,,,,,2018,,DET,,,26.0,,,,19,,,190,190,,,,,20.3,,10.9,10.0,,
2019,,,,,134.0,0.0,,,1992-07-19,,75.0,,,,,,,,,,,,,,,3,0.0,3.0,0.0,,3,0.0,6-0,,,,,,,,,,,,,,,,60.0,28,,T.J. Jones,,,,,,,,,,JoneT.00,,0.0,96.0,8.0,,,,1,38,12.7,12.7,3,1.0,,,,,,,1,,,0.0,,2019,,NYG,,,4.0,,,,3,,,190,38,,,,,,,12.0,12.7,0.0,
Career,,,,,1430.0,6.0,0.0,,1992-07-19,,60.4,,,,,,,,,,,,,,,6,0.0,4.0,0.0,,45,9.0,6-0,,,,,,0.0,292.0,14.0,,,,,35.0,,,60.0,36,0.0,T.J. Jones,,,,,,,,,,JoneT.00,,0.0,289.0,29.0,,,,5,852,18.9,12.7,67,1.5,1.0,0.0,0.0,-3.0,-3.0,-0.1,5,,,0.0,,Career,1.0,,,,111.0,,,,68,,,190,849,,,,,20.9,,10.0,12.5,0.0,
