,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2014,,21,,0,0,0,0,,12.0,6-0,4,1,,0,Doug Middleton,,,6,,,,,doug-middleton-1,,6,DB,0,,,,,,,,,,,0.5,,2014,53,5.0,Appalachian State,74,1,,210,,,,52,13.0,JR
2015,,23,,0,0,0,0,,12.0,6-0,0,0,,0,Doug Middleton,,,3,,,,,doug-middleton-1,,0,DB,0,,,,,,,,,,,0.5,,2015,30,1.0,Appalachian State,53,0,,210,,,,0,,SR
Career,,44,,0,0,0,0,,,6-0,4,1,,0,Doug Middleton,,,9,,,,,doug-middleton-1,,6,DB,0,,,,,,,,,,,1.0,,Career,83,6.0,Appalachian State,127,1,,210,,,,52,13.0,
