,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2016,,0.0,0.0,,843.0,9,,1.0,1989-04-26,,76.5,0.0,,0.4,,,,,,,,,,,,0,,,,,16,6,5-8,0.0,,,,0.0,,,,,,,,,0.0,,3.0,47,7.0,Cole Beasley,,0.0,,,0.0,0.0,0.0,0.0,0.0,BeasCo00,fb/wr,0.0,3.0,3.0,,,39.6,5,833,52.1,11.1,75,4.7,1.0,0.1,0.0,7.0,7.0,0.4,5,,,,,2016,,DAL,,,98,0.0,,,76,,,174,840,0.0,,,0.0,,,1.0,11.1,,
2018,,0.0,0.0,,741.0,6,,1.0,1989-04-26,,74.7,0.0,,27.6,,,,,,,,,,,,0,,,,,16,4,5-8,0.0,,,,0.0,0.0,8.0,1.0,,,,,8.0,0.0,,14.0,32,,Cole Beasley,,0.0,,,0.0,0.0,0.0,0.0,0.0,BeasCo00,wr,0.0,61.0,11.0,,,39.6,3,672,42.0,10.3,65,4.1,,,,,,,3,,,,,2018,,DAL,,,87,0.0,,,65,,,174,672,0.0,,,0.0,8.0,,5.5,10.3,,
Career,,0.0,0.0,,4295.0,36,0.0,2.0,1989-04-26,,69.4,0.0,,,,,,,,,,,,,,5,0.0,1.0,0.0,,118,32,5-8,0.0,,,,0.0,0.0,19.0,2.0,,,,,11.0,0.0,,22.0,54,7.0,Cole Beasley,,0.0,,,0.0,0.0,0.0,0.0,0.0,BeasCo00,,0.0,220.0,38.0,,,39.6,29,4049,34.3,10.5,386,3.3,1.0,0.0,0.0,7.0,7.0,0.1,29,,,0.0,,Career,1.0,,,,556,0.0,,,387,,,174,4056,0.0,,,0.0,9.5,,5.8,10.5,0.0,
2012,,,,,,1,,,1989-04-26,,62.5,,,,,,,,,,,,,,,0,,,,,10,0,5-8,,,,,,,,,,,,,,,,,20,,Cole Beasley,,,,,,,,,,BeasCo00,,,,,,,,0,128,12.8,8.5,15,1.5,,,,,,,0,,,,,2012,,DAL,,,24,,,,15,,,174,128,,,,,,,,8.5,,
2013,,,,,447.0,4,,,1989-04-26,,72.2,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,14,3,5-8,,,,,,0.0,11.0,1.0,,,,,11.0,,,14.0,23,,Cole Beasley,,,,,,,,,,BeasCo00,wr,0.0,68.0,10.0,,,,2,368,26.3,9.4,39,2.8,,,,,,,2,,,0.0,,2013,,DAL,,,54,,,,39,,,174,368,,,,,11.0,,6.8,9.4,0.0,
2014,,,,,,4,,,1989-04-26,,75.5,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,16,2,5-8,,,,,,,,,,,,,,,,,45,,Cole Beasley,,,,,,,,,,BeasCo00,wr,,,,,,,4,420,26.3,11.4,37,2.3,,,,,,,4,,,0.0,,2014,,DAL,,,49,,,,37,,,174,420,,,,,,,,11.4,0.0,
2015,,,,,605.0,3,0.0,,1989-04-26,,69.3,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,16,3,5-8,,,,,,,,,,,,,,,,22.0,30,,Cole Beasley,,,,,,,,,,BeasCo00,wr,0.0,69.0,12.0,,,,5,536,33.5,10.3,52,3.3,,,,,,,5,,,0.0,,2015,1.0,DAL,,,75,,,,52,,,174,536,,,,,,,5.8,10.3,0.0,
2017,,,,,333.0,3,,,1989-04-26,,57.1,,,,,,,,,,,,,,,0,,,,,15,4,5-8,,,,,,,,,,,,,,,,15.0,54,,Cole Beasley,,,,,,,,,,BeasCo00,wr,0.0,19.0,2.0,,,,4,314,20.9,8.7,36,2.4,,,,,,,4,,,,,2017,,DAL,,,63,,,,36,,,174,314,,,,,,,9.5,8.7,,
2019,,,,,,6,,,1989-04-26,,63.2,,,,,,,,,,,,,,,0,,,,,15,10,5-8,,,,,,,,,,,,,,,,,51,,Cole Beasley,,,,,,,,,,BeasCo00,WR,,,,,,,6,778,51.9,11.6,67,4.5,,,,,,,6,,,,,2019,,BUF,,,106,,,,67,,,174,778,,,,,,,,11.6,,
