,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2012,,1,,0,0,0,0,0.0,,6-5,,,,0,Mitchell Loewen,,,0,,,,,mitchell-loewen-1,0,0,OL,0,,0,0,,0,0,0,0,,0,0.0,0.0,2012,0,0.0,Arkansas,1,0,0.0,275,0,,0.0,,,FR
2013,,0,,0,0,0,0,,4.0,6-5,0.0,0.0,,0,Mitchell Loewen,,,0,,,,,mitchell-loewen-1,2,6,T,0,,1,29,14.5,2,0,0,0,,1,0.0,,2013,1,0.0,Arkansas,1,1,,275,29,14.5,,0.0,,SO
2014,,9,,0,0,0,0,,7.0,6-5,0.0,0.0,,0,Mitchell Loewen,,,2,,,,,mitchell-loewen-1,0,0,DL,0,,0,0,,0,0,0,0,,0,0.5,,2014,5,2.0,Arkansas,14,0,,275,0,,,0.0,,JR
2015,,12,,0,0,0,0,,6.0,6-5,0.0,0.0,,0,Mitchell Loewen,,,0,,,,,mitchell-loewen-1,0,0,DL,0,,0,0,,0,0,0,0,,0,1.5,,2015,3,1.5,Arkansas,15,0,,275,0,,,0.0,,SR
Career,,22,,0,0,0,0,0.0,,6-5,0.0,0.0,,0,Mitchell Loewen,,,2,,,,,mitchell-loewen-1,2,6,DL,0,,1,29,14.5,2,0,0,0,,1,2.0,0.0,Career,9,3.5,Arkansas,31,1,0.0,275,29,14.5,0.0,0.0,,
