,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2015,,,,,,,,,,6-4,,,,,Hunter Andrews,,,,,,,,hunter-andrews-1,,,DL,,,,,,,,,,,,,,2015,,,Eastern Michigan,,,,257,,,,,,FR
2017,,1.0,,,,0.0,0.0,,1.0,6-4,0.0,0.0,,,Hunter Andrews,,,0.0,,,,,hunter-andrews-1,,,DL,,,,,,,,,,,,0.0,,2017,1.0,0.0,Eastern Michigan,2.0,,,257,,,,0.0,,SO
2018,,12.0,,,,0.0,2.0,,11.0,6-4,0.0,0.0,,,Hunter Andrews,,,0.0,,,,,hunter-andrews-1,,,DL,,,,,,,,,,,,0.0,,2018,9.0,1.5,Eastern Michigan,21.0,,,257,,,,0.0,,JR
2019,,33.0,,,,0.0,0.0,,13.0,6-4,0.0,0.0,,,Hunter Andrews,,,2.0,,,,,hunter-andrews-1,,,DL,,,,,,,,,,,,2.0,,2019,12.0,2.5,Eastern Michigan,45.0,,,257,,,,0.0,,SR
Career,,46.0,,,,0.0,2.0,,,6-4,0.0,0.0,,,Hunter Andrews,,,2.0,,,,,hunter-andrews-1,,,DL,,,,,,,,,,,,2.0,,Career,22.0,4.0,Eastern Michigan,68.0,,,257,,,,0.0,,
