,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2015,,,,,,,,,,6-0,,,,,Tre Tipton,,,,,,,,tre-tripton-1,0,0,WR,,,,,,,,,,,0,,,2015,,,Pitt,,0,,185,0,,,,,FR
2016,11.0,1.0,1.0,0.0,0.0,0.0,0.0,,8.0,6-0,0.0,0.0,0.0,0.0,Tre Tipton,,1.0,0.0,100.0,0.0,11.0,11.0,tre-tripton-1,23,6,WR,0.0,192.4,1.0,142.0,11.8,12.0,11.0,0.0,61.0,5.5,1,0.0,,2016,1.0,0.0,Pitt,2.0,1,,185,203,8.8,,0.0,,FR
2018,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,6-0,0.0,0.0,0.0,0.0,Tre Tipton,,0.0,0.0,,0.0,0.0,,tre-tripton-1,5,0,WR,0.0,,0.0,42.0,8.4,5.0,0.0,0.0,0.0,,0,0.0,,2018,2.0,0.0,Pitt,2.0,0,,185,42,8.4,,0.0,,JR
2019,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,6-0,0.0,0.0,0.0,0.0,Tre Tipton,,0.0,0.0,,0.0,0.0,,tre-tripton-1,7,6,WR,0.0,,1.0,81.0,11.6,7.0,0.0,0.0,0.0,,1,0.0,,2019,0.0,0.0,Pitt,0.0,1,,185,81,11.6,,0.0,,SR
Career,11.0,1.0,1.0,0.0,0.0,0.0,0.0,,,6-0,0.0,0.0,0.0,0.0,Tre Tipton,,1.0,0.0,100.0,0.0,11.0,11.0,tre-tripton-1,35,12,WR,0.0,192.4,2.0,265.0,11.0,24.0,11.0,0.0,61.0,5.5,2,0.0,,Career,3.0,0.0,Pitt,4.0,2,,185,326,9.3,,0.0,,
