,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2018,9.4,0,49,0,0,0,0,,6.0,6-2,0,0,2,0,Fred Payton,,75,0,65.3,6,677,9.0,fred-payton-1,46,0,QB,0,162.2,0,0,,0,46,0,142,3.1,0,0.0,,2018,1,0.0,Coastal Carolina,1,6,,190,142,3.1,,0,,FR
2019,7.2,3,119,0,0,0,0,,10.0,6-2,0,0,7,0,Fred Payton,,187,0,63.6,12,1421,7.6,fred-payton-1,54,12,QB,0,141.2,0,0,,0,54,2,181,3.4,2,0.0,,2019,0,0.0,Coastal Carolina,3,2,,190,181,3.4,,0,,SO
Career,7.8,3,168,0,0,0,0,,,6-2,0,0,9,0,Fred Payton,,262,0,64.1,18,2098,8.0,fred-payton-1,100,12,QB,0,147.2,0,0,,0,100,2,323,3.2,2,0.0,,Career,1,0.0,Coastal Carolina,4,8,,190,323,3.2,,0,,
