,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2018,0.0,,0,0,0,,,,13.0,6-0,,,0,0,Keaontay Ingram,,1,,0.0,0,0,0.0,keaontay-ingram-1,169,30,RB,0,0.0,2,170,6.3,27,142,3,708,5.0,5,,,2018,,,Texas,,5,,220,878,5.2,,,,FR
2019,,,0,0,0,,,,13.0,6-0,,,0,0,Keaontay Ingram,,0,,,0,0,,keaontay-ingram-1,173,60,RB,0,,3,242,8.3,29,144,7,853,5.9,10,,,2019,,,Texas,,10,,220,1095,6.3,,,,SO
Career,0.0,,0,0,0,,,,,6-0,,,0,0,Keaontay Ingram,,1,,0.0,0,0,0.0,keaontay-ingram-1,342,90,RB,0,0.0,5,412,7.4,56,286,10,1561,5.5,15,,,Career,,,Texas,,15,,220,1973,5.8,,,,
