,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2017,,13,,0,0,0,0,,13.0,5-8,5,1,,0,Amik Robertson,,,6,,,,,amik-robertson-1,,6,CB,0,,,,,,,,,,,2.0,,2017,50,7.5,Louisiana Tech,63,1,,187,,,,141,28.2,FR
2018,,17,,0,0,1,1,,13.0,5-8,4,0,,0,Amik Robertson,,,12,,,,,amik-robertson-1,,0,CB,0,,,,,,,,,,,1.0,,2018,44,7.5,Louisiana Tech,61,0,,187,,,,27,6.8,SO
2019,,16,,0,0,1,1,,12.0,5-8,5,2,,1,Amik Robertson,,,16,,,,,amik-robertson-1,,18,CB,0,,,,,,,,,,,1.0,,2019,44,8.0,Louisiana Tech,60,3,,187,,,,97,19.4,JR
Career,,46,,0,0,2,2,,,5-8,14,3,,1,Amik Robertson,,,34,,,,,amik-robertson-1,,24,CB,0,,,,,,,,,,,4.0,,Career,138,23.0,Louisiana Tech,184,4,,187,,,,265,18.9,
