,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2015,,,,0,0,,,,5.0,6-5,,,,0,Lawrence Cager,,,,,,,,lawrence-cager-1,8,6,WR,0,,1,70,8.8,8,0,0,0,,1,,,2015,,,Miami (FL),,1,,220,70,8.8,,,,FR
2017,,,,0,0,,,,8.0,6-5,,,,0,Lawrence Cager,,,,,,,,lawrence-cager-1,16,18,WR,0,,3,237,14.8,16,0,0,0,,3,,,2017,,,Miami (FL),,3,,220,237,14.8,,,,SO
2018,,,,0,0,,,,12.0,6-5,,,,0,Lawrence Cager,,,,,,,,lawrence-cager-1,21,36,WR,0,,6,374,17.8,21,0,0,0,,6,,,2018,,,Miami (FL),,6,,220,374,17.8,,,,JR
2019,,,,0,0,,,,8.0,6-5,,,,0,Lawrence Cager,,,,,,,,lawrence-cager-1,33,24,WR,0,,4,476,14.4,33,0,0,0,,4,,,2019,,,Georgia,,4,,220,476,14.4,,,,SO
Career,,,,0,0,,,,,6-5,,,,0,Lawrence Cager,,,,,,,,lawrence-cager-1,78,84,WR,0,,14,1157,14.8,78,0,0,0,,14,,,Career,,,Overall,,14,,220,1157,14.8,,,,
