,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2017,,,0,0,0,,,,2.0,6-5,,,0,0,Branden Mack,,0,,,0,0,,branden-mack-1,2,0,WR,0,,0,23,11.5,2,0,0,0,,0,,,2017,,,Temple,,0,,220,23,11.5,,,,FR
2018,,,0,0,0,,,,12.0,6-5,,,0,0,Branden Mack,,0,,,0,0,,branden-mack-1,44,30,WR,0,,5,601,13.7,44,0,0,0,,5,,,2018,,,Temple,,5,,220,601,13.7,,,,SO
2019,7.0,,1,0,0,,,,13.0,6-5,,,0,0,Branden Mack,,1,,100.0,0,7,7.0,branden-mack-1,61,42,WR,0,158.8,7,904,15.3,59,2,0,14,7.0,7,,,2019,,,Temple,,7,,220,918,15.0,,,,JR
Career,7.0,,1,0,0,,,,,6-5,,,0,0,Branden Mack,,1,,100.0,0,7,7.0,branden-mack-1,107,72,WR,0,158.8,12,1528,14.6,105,2,0,14,7.0,12,,,Career,,,Temple,,12,,220,1542,14.4,,,,
