,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2016,,,,0,0,,,,12.0,6-1,,,,1,Kene Nwangwu,,,,,,,,kene-nwangwu-1,28,6,RB,0,,0,16,16.0,1,27,0,133,4.9,0,,,2016,,,Iowa State,,1.0,,205,149,5.3,,,,FR
2018,,,,0,0,,,,13.0,6-1,,,,0,Kene Nwangwu,,,,,,,,kene-nwangwu-1,41,0,RB,0,,0,11,5.5,2,39,0,157,4.0,0,,,2018,,,Iowa State,,0.0,,205,168,4.1,,,,SO
2019,,,,0,0,,,,11.0,6-1,,,,0,Kene Nwangwu,,,,,,,,kene-nwangwu-1,17,0,RB,0,,0,8,8.0,1,16,0,115,7.2,0,,,2019,,,Iowa State,,,,205,123,7.2,,,,JR
Career,,,,0,0,,,,,6-1,,,,1,Kene Nwangwu,,,,,,,,kene-nwangwu-1,86,6,RB,0,,0,35,8.8,4,82,0,405,4.9,0,,,Career,,,Iowa State,,1.0,,205,440,5.1,,,,
