,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2017,,1,0,0,0,0,0,,11.0,6-1,0,0,0,0,Jared Sparks,,0,0,,0,0,,jared-sparks-1,42,0,QB,0,,0,222,11.7,19,23,0,123,5.3,0,0.0,,2017,1,0.0,Purdue,2,0,,210,345,8.2,,0,,FR
2018,27.0,0,1,0,0,0,0,,11.0,6-1,0,0,0,0,Jared Sparks,,1,0,100.0,1,7,7.0,jared-sparks-1,31,0,WR,0,488.8,0,274,9.8,28,3,0,12,4.0,0,0.0,,2018,0,0.0,Purdue,0,1,,210,286,9.2,,0,,SO
2019,,0,0,0,0,0,0,,3.0,6-1,0,0,0,0,Jared Sparks,,0,0,,0,0,,jared-sparks-1,8,6,WR,0,,1,108,13.5,8,0,0,0,,1,0.0,,2019,0,0.0,Purdue,0,1,,210,108,13.5,,0,,JR
Career,27.0,1,1,0,0,0,0,,,6-1,0,0,0,0,Jared Sparks,,1,0,100.0,1,7,7.0,jared-sparks-1,81,6,WR,0,488.8,1,604,11.0,55,26,0,135,5.2,1,0.0,,Career,1,0.0,Purdue,2,2,,210,739,9.1,,0,,
