,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2017,,,0,0,0,,,,1.0,6-3,,,0,0,Mike Schmidt,,0,,,0,0,,mike-schmidt-2,1,0,RB,0,,0,0,,0,1,0,21,21.0,0,,,2017,,,Air Force,,0,,205,21,21.0,,,,
2019,27.8,,5,0,0,,,,4.0,6-3,,,0,0,Mike Schmidt,,6,,83.3,1,147,24.5,mike-schmidt-2,17,18,QB,0,344.1,0,0,,0,17,3,133,7.8,3,,,2019,,,Air Force,,3,,205,133,7.8,,,,SR
Career,27.8,,5,0,0,,,,,6-3,,,0,0,Mike Schmidt,,6,,83.3,1,147,24.5,mike-schmidt-2,18,18,QB,0,344.1,0,0,,0,18,3,154,8.6,3,,,Career,,,Air Force,,3,,205,154,8.6,,,,
