,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2010,,1,,,,0.0,0.0,,12.0,6-3,0,0,,,Jordan Matthews,,,0.0,,,,,jordan-matthews-1,15,24,WR,,,4,181,12.1,15,,,,,4,0.0,,2010,3,0.0,Vanderbilt,4,4,,206,181,12.1,,0,,FR
2011,,0,,,,0.0,0.0,,13.0,6-3,0,0,,,Jordan Matthews,,,0.0,,,,,jordan-matthews-1,41,30,WR,,,5,778,19.0,41,,,,,5,0.0,,2011,2,0.0,Vanderbilt,2,5,,206,778,19.0,,0,,SO
2012,,0,,,,,,,13.0,6-3,0,0,,0.0,Jordan Matthews,,,,,,,,jordan-matthews-1,97,54,WR,0.0,,8,1323,14.1,94,3.0,1.0,61.0,20.3,9,0.0,,2012,1,0.0,Vanderbilt,1,9,,206,1384,14.3,,0,,JR
2013,,1,,0.0,0.0,0.0,0.0,,13.0,6-3,0,0,,0.0,Jordan Matthews,,,0.0,,,,,jordan-matthews-1,118,42,WR,0.0,,7,1477,13.2,112,6.0,0.0,54.0,9.0,7,0.0,,2013,2,0.0,Vanderbilt,3,7,,206,1531,13.0,,0,,SR
Career,,2,,0.0,0.0,0.0,0.0,,,6-3,0,0,,0.0,Jordan Matthews,,,0.0,,,,,jordan-matthews-1,271,150,WR,0.0,,24,3759,14.3,262,9.0,1.0,115.0,12.8,25,0.0,,Career,8,0.0,Vanderbilt,10,25,,206,3874,14.3,,0,,
