,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2014,,8.18,11.2,,,0,,9.0,1991-07-01,,0.0,1.0,,6.8,,,,,,,,,,,,0,,,,,2,0,6-6,0.0,,,,0.0,,,,,,,,,81.0,,,0,,Logan Thomas,,6.36,,,11.1,11.1,1.0,81.0,9.0,ThomLo00,,,,,,,101.6,0,0,0.0,,0,0.0,,,,,,,0,,,,,2014,,ARI,,,0,2.0,,,0,,,250,0,11.0,,81.0,40.5,,,,,,
2018,,15.0,15.0,,100.0,1,1.0,1.0,1991-07-01,,70.6,1.0,,,,,,,,,,,,,,0,2.0,0.0,0.0,,12,3,6-6,0.0,,,,0.0,0.0,23.0,1.0,,,,,23.0,15.0,,,24,,Logan Thomas,,15.0,,,100.0,0.0,0.0,15.0,15.0,ThomLo00,te,,,,,,118.7,0,77,6.4,6.4,12,1.0,,,,,,,0,,,0.0,,2018,2.0,BUF,,,17,0.0,,,12,,,250,77,0.0,,15.0,1.3,23.0,,,6.4,0.0,
Career,,8.75,11.6,,340.0,3,1.0,10.0,1991-07-01,,64.8,2.0,,,,,,,,,,,,,,0,2.0,0.0,0.0,,42,8,6-6,0.0,,,,0.0,0.0,23.0,1.0,,,,,23.0,81.0,,,24,,Logan Thomas,,7.08,,,20.0,10.0,1.0,96.0,9.6,ThomLo00,,,,,,,100.4,2,317,7.5,9.1,35,0.8,,,,,,,2,,,0.0,,Career,9.0,,,,54,2.0,,,35,,,250,317,11.0,,48.0,2.3,23.0,,,9.1,0.0,
2017,,,,,,1,,,1991-07-01,,77.8,,,,,,,,,,,,,,,0,,,,,12,2,6-6,,,,,,,,,,,,,,,,,22,,Logan Thomas,,,,,,,,,,ThomLo00,te,,,,,,,1,67,5.6,9.6,7,0.6,,,,,,,1,,,,,2017,,BUF,,,9,,,,7,,,250,67,,,,,,,,9.6,,
2019,,,,,,1,0.0,,1991-07-01,,57.1,,,,,,,,,,,,,,,0,,,,,16,3,6-6,,,,,,,,,,,,,,,,,17,,Logan Thomas,,,,,,,,,,ThomLo00,te,,,,,,,1,173,10.8,10.8,16,1.0,,,,,,,1,,,0.0,,2019,7.0,DET,,,28,,,,16,,,250,173,,,,,,,,10.8,,
