,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2012,,28,,,,,,,13.0,5-11,2,0,,,Karl Joseph,,,,,,,,karl-joseph-1,,,DB,,,,,,,,,,,,1.0,,2012,76,7.0,West Virginia,104,,,197,,,,22,11.0,FR
2013,,13,,,,1.0,4.0,,12.0,5-11,1,0,,,Karl Joseph,,,4.0,,,,,karl-joseph-1,,,S,,,,,,,,,,,,0.0,,2013,55,3.0,West Virginia,68,,,197,,,,11,11.0,SO
2014,,27,,,,2.0,0.0,,12.0,5-11,1,0,,,Karl Joseph,,,3.0,,,,,karl-joseph-1,,,S,,,,,,,,,,,,0.0,,2014,55,4.0,West Virginia,82,,,197,,,,0,0.0,JR
2015,,5,,,,0.0,1.0,,4.0,5-11,5,0,,,Karl Joseph,,,0.0,,,,,karl-joseph-1,,,S,,,,,,,,,,,,1.0,,2015,15,2.0,West Virginia,20,,,197,,,,7,1.4,SR
Career,,73,,,,3.0,5.0,,,5-11,9,0,,,Karl Joseph,,,7.0,,,,,karl-joseph-1,,,S,,,,,,,,,,,,2.0,,Career,201,16.0,West Virginia,274,,,197,,,,40,4.4,
