,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2006,,,,,,,,,12.0,,0,0,,,Richard Sherman,,,,,,,,richard-sherman-1,37,18,WR,,,3.0,581.0,17.1,34.0,3.0,0.0,-17.0,-5.7,3,,,2006,,,Stanford,,3,,,564,15.2,,0,,FR
2007,,0.0,,,,,,,11.0,,0,0,,,Richard Sherman,,,,,,,,richard-sherman-1,39,24,WR,0.0,,4.0,651.0,16.7,39.0,,,,,4,0.0,,2007,1.0,0.0,Stanford,1.0,4,,,651,16.7,,0,,SO
2008,,,,,,,,,5.0,,0,0,,,Richard Sherman,,,,,,,,richard-sherman-1,8,6,WR,1.0,,0.0,108.0,13.5,8.0,,,,,0,,,2008,,,Stanford,,1,,,108,13.5,,0,,JR
2009,,23.0,,,,,,,13.0,,2,1,,0.0,Richard Sherman,,,,,,,,richard-sherman-1,0,12,DB,1.0,,0.0,0.0,,0.0,,,,,0,0.0,,2009,39.0,0.0,Stanford,62.0,2,,,0,,,43,21.5,SR
2010,,10.0,,,,,,,13.0,,4,0,,0.0,Richard Sherman,,,,,,,,richard-sherman-1,0,0,DB,,,,,,,,,,,0,0.0,,2010,40.0,1.0,Stanford,50.0,0,,,0,,,39,9.8,SR
Career,,33.0,,,,,,,,,6,1,,0.0,Richard Sherman,,,,,,,,richard-sherman-1,84,60,DB,2.0,,7.0,1340.0,16.5,81.0,3.0,0.0,-17.0,-5.7,7,0.0,,Career,80.0,1.0,Stanford,113.0,10,,,1323,15.8,,82,13.7,
