,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2009,8.0,,10,,,,,,5.0,6-3,0,0,0,,Derek Carr,,14,,71.4,0,112,8.0,derek-carr-1,1,0,QB,,138.6,,,,,1,0,0,0.0,0,,,2009,,,Fresno State,,0,,218,0,0.0,,0,,FR
2011,8.2,0.0,279,,,0.0,0.0,,13.0,6-3,0,0,9,,Derek Carr,,446,0.0,62.6,26,3544,7.9,derek-carr-1,58,18,QB,,144.5,0.0,-1.0,-1.0,1.0,57,3,72,1.3,3,0.0,,2011,0.0,0.0,Fresno State,0.0,3,,218,71,1.2,,0,,SO
2012,8.9,0.0,344,,,,,,13.0,6-3,0,0,7,,Derek Carr,,511,,67.3,37,4104,8.0,derek-carr-1,66,0,QB,,155.9,,,,,66,0,1,0.0,0,0.0,,2012,1.0,0.0,Fresno State,1.0,0,,218,1,0.0,,0,,JR
2013,8.7,1.0,454,0.0,0.0,0.0,0.0,,13.0,6-3,0,0,8,0.0,Derek Carr,,659,0.0,68.9,50,5083,7.7,derek-carr-1,40,12,QB,0.0,156.3,0.0,0.0,,0.0,40,2,117,2.9,2,0.0,,2013,1.0,0.0,Fresno State,2.0,2,,218,117,2.9,,0,,SR
Career,8.6,1.0,1087,0.0,0.0,0.0,0.0,,,6-3,0,0,24,0.0,Derek Carr,,1630,0.0,66.7,113,12843,7.9,derek-carr-1,165,30,QB,0.0,152.8,0.0,-1.0,-1.0,1.0,164,5,190,1.2,5,0.0,,Career,2.0,0.0,Fresno State,3.0,5,,218,189,1.1,,0,,
