,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
2014,,,,,,1,5,,1990-11-27,,,,,,,,,,,,,,,,,,,,,,10,1,5-8,,,0,0,,,,,,,,0,,,,,,,Lamarcus Joyner,,,,2,,,,,,JoynLa00,db,,,,,,,,,,,,,,,,,,,,,,1.0,,2014,35,STL,,,,,,,,,,185,,,,,,,,,,,0
2015,,,,,,3,18,,1990-11-27,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16,6,5-8,,,0,0,,,,,,,,0,,,,,,,Lamarcus Joyner,,,,6,,,,,,JoynLa00,cb/db/lb/lcb,,,,,,,,,,,,,,,,,,,,,,2.0,,2015,54,STL,,,,,,,,,,185,,,,,,,,,,0.0,0
2016,,,,,,3,16,,1990-11-27,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,14,8,5-8,,,0,0,,,,,,,,0,,,,,,,Lamarcus Joyner,,,,5,,,,,,JoynLa00,cb/db,,,,,,,,,,,,,,,,,,,,,,1.0,,2016,50,LAR,,,,,,,,,,185,,,,,,,,,,0.0,0
2017,,,,,,6,10,,1990-11-27,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,12,12,5-8,,,3,1,,,,,,,,46,,,,,,,Lamarcus Joyner,,,,9,,,,,,JoynLa00,FS,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,39,LAR,,,,,,,,,,185,,,,,,,,,,0.0,104
2018,,,,,,5,20,,1990-11-27,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15,15,5-8,,,1,0,,,,,,,,5,,,,,,,Lamarcus Joyner,,,,3,,,,,,JoynLa00,FS/s,,,,,,,,,,,,,,,,,,,,,,1.0,,2018,58,LAR,,,,,,,,,,185,,,,,,,,,,0.0,5
2019,,,,,,3,8,,1990-11-27,,,,,,,,,,,,,,,,,,,,,,14,10,5-8,,,0,0,,,,,,,,0,,,,,,,Lamarcus Joyner,,,,3,,,,,,JoynLa00,S,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,41,OAK,,,,,,,,,,185,,,,,,,,,,,0
Career,,,,,,21,77,,1990-11-27,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,,81,52,5-8,,,4,1,,,,,,,,46,,,,,,,Lamarcus Joyner,,,,28,,,,,,JoynLa00,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,277,,,,,,,,,,,185,,,,,,,,,,0.0,109
