,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2011,,3,,,,0,0,,9.0,6-1,0.0,0.0,,,Grady Jarrett,,,0,,,,,grady-jarrett-1,,,DL,,,,,,,,,,,,0.0,,2011,1,0.0,Clemson,4,,,295,,,,0.0,,FR
2012,,15,,,,0,0,0.0,,6-1,,,,,Grady Jarrett,,,0,,,,,grady-jarrett-1,,,DL,,,,,,,,,,,,2.0,,2012,21,8.5,Clemson,36,,,295,,,0.0,,,SO
2013,,29,,,,0,2,,13.0,6-1,0.0,0.0,,,Grady Jarrett,,,0,,,,,grady-jarrett-1,,,DT,,,,,,,,,,,,2.0,,2013,30,10.0,Clemson,59,,,295,,,,0.0,,JR
2014,,17,,,,2,1,,12.0,6-1,0.0,0.0,,,Grady Jarrett,,,0,,,,,grady-jarrett-1,,,DT,,,,,,,,,,,,1.5,,2014,28,10.0,Clemson,45,,,295,,,,0.0,,SR
Career,,64,,,,2,3,0.0,,6-1,0.0,0.0,,,Grady Jarrett,,,0,,,,,grady-jarrett-1,,,DT,,,,,,,,,,,,5.5,,Career,80,28.5,Clemson,144,,,295,,,0.0,0.0,,
