,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2011,,2,,,,0.0,2.0,,13.0,6-0,0,0,,0,Senorise Perry,,,0.0,,,,,senorise-perry-1,12,6,RB,,,,,,,12,1,27,2.3,1,0.0,,2011,9,0.0,Louisville,11,1,,187,27,2.3,,0,,SO
2012,,3,,,,,,,11.0,6-0,0,0,,0,Senorise Perry,,,,,,,,senorise-perry-1,154,66,RB,,,0.0,181.0,10.1,18.0,136,11,705,5.2,11,0.0,,2012,2,0.0,Louisville,5,11,,187,886,5.8,,0,,JR
2013,,1,,0.0,0.0,1.0,0.0,,13.0,6-0,0,0,,0,Senorise Perry,,,0.0,,,,,senorise-perry-1,159,42,RB,0.0,,1.0,178.0,9.9,18.0,141,6,677,4.8,7,0.0,,2013,5,1.0,Louisville,6,7,,187,855,5.4,,0,,SR
Career,,6,,0.0,0.0,1.0,2.0,,,6-0,0,0,,0,Senorise Perry,,,0.0,,,,,senorise-perry-1,325,114,RB,0.0,,1.0,359.0,10.0,36.0,289,18,1409,4.9,19,0.0,,Career,16,1.0,Louisville,22,19,,187,1768,5.4,,0,,
