,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
2005,,14,,,,,,,11.0,,0,0,,0.0,Malcolm Jenkins,,,,,,,,malcolm-jenkins-1,,0,DB,,,,,,,,,,,,0.0,,2005,23,0.0,Ohio State,37,0,,,,,,0,,FR
2006,,15,,,,,,,13.0,,4,1,,,Malcolm Jenkins,,,,,,,,malcolm-jenkins-1,,6,DB,0.0,,,,,,,,,,,0.0,,2006,40,4.5,Ohio State,55,1,,,,,,99,24.8,SO
2007,,20,,,,,,,13.0,,4,1,,,Malcolm Jenkins,,,,,,,,malcolm-jenkins-1,,6,DB,0.0,,,,,,,,,,,0.0,,2007,27,5.0,Ohio State,47,1,,,,,,53,13.3,JR
2008,,23,,,,,,,13.0,,3,0,,,Malcolm Jenkins,,,,,,,,malcolm-jenkins-1,,0,DB,0.0,,,,,,,,,,,1.0,,2008,34,4.0,Ohio State,57,0,,,,,,7,2.3,SR
Career,,72,,,,,,,,,11,2,,0.0,Malcolm Jenkins,,,,,,,,malcolm-jenkins-1,,12,DB,0.0,,,,,,,,,,,1.0,,Career,124,13.5,Ohio State,196,2,,,,,,159,14.5,
